,text,HS
414,fardu kifayah berhukum wajib ajaran islam pemilihan presiden utusan kalangan santri disokong ulama maju memimpin negeri,0
2621,kang,1
10359,ketua golkar setya novanto pecat bikin malu pa ai,1
2518,agus silvy tukang fitnah debatfinalpilkadajkt,1
2170,hmm jual kaos pekaes akui ai kekurangan logistik pemilu 2019 mokondo,0
6755,berisik jablay nya jos,0
3792,pemerintahan jokowi diktaktor otoriter terbukti memakai tangan kpk mengkriminalisasi lawan lawan politik,1
2681,lapor habisnya rezim jokowi aneh ,1
3256,kupas tuntas gebuk habis antek antek komunis,1
5243,belajar desain hasilnya cacat wn aduh kayak roller coaster,0
2482,kalo anak rupiah jaman 2012 anjir jjkp jomblo jablay kebelet pacaran,0
1013,alaaaahhhhh omongan cebong ketahuan kemana arahnya pakai tol kelok 1000 tetep ga sok sok islam bong,1
9811,pers mencerdaskan bangsa lgbt virus berbahaya islam virus berbahaya,1
7927,dibodohi dijajah diperbudak islam tuhan orang tuhan layak sembah,1
4063,menteri deh kelas otak tumpul bacot congor kambiang gadang,1
11906,nomor eyeshadow iya iya perempuan pinjam doang eheheh beli asa mahal sih ya ya yaudah gitu nomor pal,0
3740,kuliner arabpun akulturasi budaya arab indonesia ratusan,0
8049,indonesia anggota negara persemakmuran cina iya makmur cinanya,1
7264,sumpah pindah om bom diggy nih,0
11377,lagunya bagus mvnya abal sponsor menontonnya beuh bagus b,0
9357,membenci islam cm kadang perasaan presiden taat agamanya dikonotasikan dianggap antek aseng komunis dll sungguh nge surat pemberitahuan tahunan,0
3718,duduk jamban,0
12244,as buah  sayuran mengandung vitamin  serat minumlah jus asnya nikmat minum dikunyah,0
7602,lgbt dibunuh usia 12 jantina manakah pilih dilahirkan peluang rahim,0
4577,manusia otaknya kotor kotor kotoran onta,1
10046,ayo lengserkan sih joko,1
741,bagus dipakai petisi lengserkan jokowi ya kembalikanahokkecipinang,1
10928,bangga politik indonesia masuk hitungan amerika cina sayang dihitung dijajah,1
9947,n eh karcis parkir n engga pegang n ah tai serius lu ntiap mall,0
9267,hahah pepatah ladeni orang dungu berdebat gw aminkan deh,0
8865,congor lu ngga sesuai isi hati lu n silaturahmi alumni 212 tujuannya memperpanjang umur nhahahaha n memperpanjang umur memperpanjang kekuasaan n munafik lu,1
9000,mari rapatkan barisan target nya lengserkan jokowi isu pki pembela kafir pria non pria,1
5141,lo nya ngentot tu,1
10030,muslim pejabat negara wajib mengungkap dak buruk mengaji salat,1
8231,teman manusia homo heran,1
5545,allah swt mengoceh tiada bagimu pelindung penolong allah menolong sembah2 29 22,1
8379,nih tersenyum terduduk babi babi babi,0
3883,maksudnya orang katolik kursus nikah klo tujuannya positif gue dukung,0
7207,rezim anti islam gak dipungkiri,1
3405,yeeee indonesia hebat indonesia dibanjiri tenaga kerja asing pk jokowi kren deh top banget presiden seumur hidup ayo dukung jokowi solo 2019gantipresiden,1
2838,bwahahhahaha gw suka lihat cebong ngamuk2 khas cebong banget kalah debat mengamuk ngamuk cung kacung n 2019gantipresidenkacung,1
70,bajingan homo nhati2 anak anak kamar mandi laki2 biarkan ,1
3035,sih goblok menyuruh mengupas kulit kacang hijau ber baskom baskom tolol banget tai gang asu gabut bgt idupnya monyet gak gue,1
865,pagu mengajak gelut onta,1
1431,bangga gubernur presiden,0
5978,bangga lihat gubernur indonesia bismillah ya aniespresiden2019,0
3778,menakutkan pembicaraan calon presiden ri seputar menang pemilihan presiden memiliki program pembangunan terbaik pilpres2019,0
399,jomlo jablay,0
12656,enakan ayam geprek selatan kus,0
11776,taehyung penggemar berat mba kunti,0
9366,urusan mantan habis habis diomongin anehnya mantan mantan gue pas nikah nlp gue kayak orang doa restu seminggu nikah mengajak kemping geblek,1
127,cowok jago drase ana ngentot adik luvian,0
4699,seumur hidup gue kecoa terbang pe kalinya gue lihat kecoa terbang mata gue semenjak gue kecoa terbang gue takut terbang bangke,0
4883,pala jumplitan gua kunyuk,0
9724,salah satunya nabi hud nabi hud tradisi arabislam adakah padanannya tradisi ibrani yahudi,0
10004,usir bakar lilin aksi kebinekaan aksi teroris cina bukti mata sipit pegang lilin,1
8321,lihat direct message ah tau gue be anya bolot,1
11648,35 kreasi kreatif as koran bekas lynde sitepu rp70 000 00 bukugpu,0
7932,ngakak mulu kunyuk,0
9640,kader fitnah jokowi antek komunis contoh jd tau mainkan isu pki ,1
552,ilcboedionocentury ikuti intens lupa kuncinya butuh 2019 ganti presiden,1
4918,budaya indonesia umur segini dipanggil kayak gue wajar sih tau orang beda wkwk,0
5392,namanya timnya baja bajingan ja,1
11771,heh jijik gue langsung unfriend lo tau,1
10110,abang bahasa asing ya nbasa asing ga nlha iya no iya no nitu basa inggris dek basa asing,0
11930,ngomong,0
4546,rlt teman gue kesal grup gara gara rencana trip gagal halangan kayak uda jalan berempat aja kena bom haha kesal sih,0
8560,trans7 kursi ri1 kursi calon wakil presiden ramai diperebutkan melewati perbincangannya siasat berebut istana live matanajwa 20 00 wib,0
7487,5 kebiasaan merugikan kesehatan rambut kulit kepala via,0
8918,leluhur ratna sarumpaet prabowo pergerakan hidupnya,1
5404,adek ku berjilbab pas masuk negeri eh pas ambil wudhu nyeletuk kirain kristen,0
7706,makan babi berbentuk wang haram muka babi perangai babi babi npolitikus ronggeng babi,1
8191,pret kret dukung 2019 ganti presiden tp presidenmu sapa rocky gerung kafir kah,1
3233,jd congor oknum nasdem sih joko kalah 2019 indonesia bubar,1
3651,tai rakyat jelata sewenang wenang menderek giliran anggota dprd eeemelawan buktinya mata hukum,1
1040,cebong girang kibulin najis bong mata picek,1
8643,tambahkan bukti muhammad nabi gadungan masyarakat menunggu pengumuman,1
3020,anjing ribuan ,1
5830,ppp persoalkan penghayat kepercayaan masuk kolom agama ktp ppp10sempurna romahurmuziy,0
4118,cinta buta cinta murni luhur buta cinta menguasai dirimu pe imbangan,0
4055,indah tai sapi matamu picek,1
10194,terlemah 1 kinerja jeblok 2 karakter bobrok 3 elektabilitas anjlok 4 pencitraa mentok 5 pendukung goblok 6 kalap mengemis tiongkok 7 macan kodok prof jeffrey winters jokowi presiden terlemah sejarah in,1
8835,bandung saksi bisu dimana perjuangan,0
1030,rezim soeha o izin perluasan 2 5 juta hektare 1989 kontrak anyar n freepo 51,0
4860,sange gini enak maininnya nkita cewek jijik njangan jijik nkan cipokan enak grepe,0
9079,sabtu 21 4 2018 pagi masyarakat adat baduy melanjutkan perjalanan kantor gubernur banten kawasan pusat pemerintahan provinsi banten kp3b curug kota serang sebabaduy2018,0
12468,iya nama penggunanya asing sih,0
10529,percayalah manusia dunia diuji allah swt n kaya diuji sifat tamak miskin diuji kesusahan npercayalah golongan lgbt diuji hebat ranah allah menguji,0
5346,warga baduy selesai memperingati tradisi seba pendopo pemkab lebak dilanjutkan be emu gubernur banten wahidin halim sabtu 21 4 sebabaduy2018 nh,0
423,bot nanya ich liebe dich a inya yg bot kasih ipad barusan mencemplung jamban kuda,0
3047,alhamdulillah,0
10319,hayoo jokower mentwit bantuan sembako duit pribadi jkw buru buru hapus twit,0
12982,bersyukur hidup jaman presiden kenal lelah merajut kebhinekaan membangun indonesia berupaya mewujudkan keadilan sosial rakyat indonesia presiden surat pemberitahuan tahunan wajib 2 periode hayukake ajati haturnuhunjokowi,0
12114,gini ya kristen lingkungan kristen banget manado ngga mengajak orang agama kristen ngga seujung kuku,0
1466,sipit ah,0
4940,jamban,0
5160,banget jilat memek,0
5191,rupiah haneul sok pemes cupu dientotin on retweet,1
6746,,0
3762,ahok memilih pemimpin berdasarkan agama melanggar konstitusi babi bungkus aja congornyapecah belah umat beragama,1
4633,wwkkw tai gue pakai alasan menstruasi menstruasi mulu sih,0
12138,tinggal mental buang sah sah buang sembarangan jaga lingkungan,0
253,lo rabun budek ngue menulis ngomong,1
6126,perang hayok dimana 1 by 1 pukulan hayok sah gara2 orang orang kayak indonesia terpuruk otak otot hayo,1
6254,parpol koalisi pendukung gaduh jokowi sulit menangkan pilpres 2019 2019gantipresiden,1
5685,temen tim mengejar kill musuh mus tower tim gundul,0
4547,ngejelek jelekin orang dibelakang ga nyali yah situ banci hahaha,1
12273,cebong dongok dongok abadi x,1
3659,abu janda melaporkan polda metro jaya koleganya sih gun kitab suci fiksi yakini alamak ayo abu janda laporkan sih gun ya,1
8932,kmrn asus i3 3 1jt doang nder mulus second sih laptop cacat dijual pas cek layarnya cacat mengganggu fungsi laptopnya,0
9125,perspektif syariat islam nuntuk memahami hukum lgbt perspektif islam perhatikan penjelasan penjelasan persatu lgbt lesbi gay bise l transgender,0
5063,diklaim pemerintahnya gagal tangani banjir warga miskin meningkat eksekutif legislatif bego,1
6693,ngrebut saham utang utang tukang tipu duit pinjaman dipakai pencitraan soplak rezim,1
5678,disuruh sistem keamanan algoritma sepe i hatimu kerena hatimu susah ditembus,0
3292,i m at taman budaya sentul city,0
12599,hidup kehidupan kebenaran karya fiksi sejalan kebenaran berlaku dunia nyata kebenaran segi hukum moral agama logika fiksi,0
10382,usir duta myanmar pelindung teroris buddha saverohingya,1
11400,prabowo keberanian maklum tong kosong nyaring bunyinya,1
7938,keparat,1
4663,tuduhan cina membawa flakka indonesia merusak generasi muda indonesia,1
9041,sombong cebong,1
12704,pemilihan presiden 2019 semoga presiden integritas antek asing,1
11835,dapil sulawesi tenggara npasti menang ndisana tka n 2019gantipresiden ,1
8912,sudirman said kritik pemerintah telantarkan kawasan industri mbangunjatengmuktibareng dirmanida pemimpin jawa gantianyar,0
4988,ilcprabowomenyerang minggu indonesia lawyers club mutu menghadirkan orang gila kuping,1
9026,tipikal kaum sebelah mempersekusi umat agama dholimi maunya berkuasa berbuat,1
8581,gatau kak noob,0
4488,sompret enak enak tiduran hujan memasukkan jemuran eh 5 menit terang halus,0
13048,gue negara sibuk perang dagang perang ayat sibuk mars sibuk ayat dst nsibuk teriak anti asing dolar minggat mumet diblokir demo,0
8801,nih manusia idiot berbicara melantur pikir belajar dasar goblok sok pintar bloon,1
11144,aseng ongseng nikmat dustakan wkwkwkwk lupa bersyukur hilang keyakinan skrg,0
6657,sedih pas makan siang lihat sendok pasangannya garpu taplak pasangannya aja,0
8367,mulut berbusa muncrat kemana n haus kekuasaan kasak kusuk cari kesalahan olah congor doang,1
6832,kret tolol norang kayak susah kagak nge i2 nlo copy paste lkp males gue bahasnya menyodorkan copy paste gambar tau sumber nya payah,1
6094,islam yg hina layak diikuti menag gafatar layak diikuti masyarakat,1
2237,djarot potong,0
12327,muhammad bejad allah swt dungu biadab dibantah kemenagama sosialisasikan,1
10053,sembako gembar gembor nama presiden klo berutang diam diam nama rakyat 2019gantipresiden 2019presidenbaru 2019gantipresidenbaru,1
2531,6 presiden laporan jajaran terkait detail sepe i persiapan infrastruktur transpo asi lokasi pe andingan kesiapan atlet indonesia berlaga asiangames2018 jokowipacupromosiasiangames yu,0
5057,jd ustaz ramai perbincangkan bgmna rg menista agama,0
10727,semenjak libur suka bangun jam 8 pagi untung tayangan ulang roman picisan diulang bawa perasaannya dapet ditambah pemerannya kakak bani baper,0
1346,ilcjokowiprabowoberbalaspantun tanggapan narasumber ilc,0
7691,kungan norak tau,0
8998,eek gih,0
12772,dilemparkan zinnirah buta ranah dilaknat tuhan latta uzza mencabarnya ranah zinnirah mempe ahankan buta ranah tuhan perbuatan umar al khat,0
12794,kaum radikal bani kecebong pengikut mukidi  penista agama jualan ayat politik mesjid,1
8657,tingggi banget meroketnya ekonomi indonesia blukkk,0
12648,calon gubernur nomor urut ridwan kamil calon wakil gubernur pasangannya uu ruzhanul ulum menghadiri muzakarah ikatan cendekiawan muslim indonesia icmi hotel savoy homan kota bandung,0
12286,cebong dongok dah kalah gila,1
4011,anjir devan wkwk manusia homo gua,0
170,selamat ka kali dirayakan maknanya kali,0
4396,membenci membit ah ego tendensius ego alergi arab2an terkover kafir mbah te awa,1
4680,biar jokowi semangat gebuk pa ai komunis indonesia muncul,1
11330,thailand menuntut ilmu tinggal gereja kristen bantu bantu disana sekolah anaknya pintar bawa medali sekolah,0
3598,briziek lu salah tokai onta bani cabul,1
10612,malaysia butuh tenaga jongos indonesia indonesia pekerjaan rakyatnya lapangan kerja rakyat rakyat china otak dimana hoi pejabat bacot congor lu,1
4417,hadeh rejim amatir muakmuakmuak 2019 2019gantipresiden,1
4743,stu nih muncul anjing na yahudi israel indonesia ngilaaa gila rezim anjing anjing na israel berani muncul terang terangan indonesia,1
4854,menteri sih orang kerja ketimbang senayan mending noh dpr kerjaannya rapat molor ruang ac,1
10902,bikin kacau kekacauan dimana indonesia kriminal ilegal mati ,1
11604,hideyoshi nobunaga ieyashu nyang diremehkan hideyoshi ntapi burung bisu bersuka bernyanyi untuknya nsemoga engkau paham sayang,0
10468,bener banget jasa kemenangan anies sandi hasil saracen,1
6709,anjir memikirnya mengocok ya,0
9954,agama islam agama samawi berasal bahasa arab a inya langit agama samawi dibangun berdasarkan wahyu tuhan perantara malaikat jibril nabi rasul ditulis kitab suci kitab suci alquran,0
4067,presiden fim alasan pecahnya race direction steward motogp,0
9711,7 keuntungan freelance writer kuchat,0
1732,pemimpin  berkualitas senantiasa mencari jalan penyelesaian kondusif rakyat bijak menggelak menyalahkan orang zaman ramai kalangan umatku orang munafik islam si,0
408,culun mending kung jes,1
4672,mantap programnya asyik asyikm3nang,0
10927,budek kayak bolot om ntuuh kuping nya kotor sepe i hatinya,1
2354,faktafreepo pemerintahan soeha o menggantikan rezim soekarno menerima freepo tangan terbuka ayoindonesia indonesiakuasaifreepo freepo,0
7778,agama nya sih,0
1358,yg makar omonganmu zon suka adu domba bawa nama islam agama pegangan hidup sok suci zon mulutmu dower bacot,1
10173,biar gatot mundur persiapkan pemilihan presiden 2019 lawan jokowi,1
8054,shalat dirasakan berat orang orang nmunafik salat isya salat subuh n bukhari 141 berat melangkah jamaah isya,0
8702,tunggu gerakan nya bem ri hentikan pencalonan jokowi presiden 2019gantipresiden 2019gantipresiden 2019gantipresiden 2019gantipresiden 2019gantipresiden 2019gantipresiden,1
12990,wkwkwk dasar cebong melarang mnjabat kalo anis wkwkwkkw,1
643,revisi hukum pidana memasukkan klausul psk sukarela dibutuhkan indonesia gencar mempromosikan surga wisata internasional senyatanya memagari ,0
7751,,0
6717,dah haha bisu tau orang bisu roman tangan nak je beli kuih raya,0
10178,jokowi diktator,1
8395,hadeh jujur bohongi,1
5312,usir cina jongos jongosnya indonesia damai,1
6711,seni budaya,0
5993,masyarakat percaya hitam putih dunia percaya agamawan komunis perokok mendukung larangan merokok pekerja keras sukses quotesmuke,0
5018,ganti kapolri ganti presiden lengserkan jokowi harga mati,1
4486,sengaja baju jokowi memecah indonesia menyedihkannya presiden paham ideologi  konstitusi nkri by chirpstory,1
7677,rakyat terbelah pilpres wajar nas terbelah pemilihan presiden nop 2016 nyg terpecah konflik merusak nkr nlebih proksi asing asing menjajah ri,0
13074,oya mba kaos naga bonar gubernur jabar ayo mba ngga,0
12970,7 12 jamuan teh petang mahasiswa universitas pattimura penulis universitas katolik indonesia maluku ukim persiapan kuliah keesokan harinya diplomasipublik,0
12966,nya iran negara komunis tepokjidat,0
3671,1998 memenuhi 80 persen kebutuhan bawang putih nasional jaya hasil pe anian bawang putih impor bawang putih 97 persen,0
6335,adek orang sayang mami lahirkan anak tuyul,0
1666,warisan presiden periode 10 hasilnya album lagu kader kadernya korupsi berjamaah tp lagaknya sera,1
4099,kelakuan homo jaman now ngentot live blued gayvid gvid lokalhangat ,0
8071,kemarin ahok menyebut bangsat emang orangnya kelakuannya mengisap darah rakyat nsekarang goblog orangnya menuduh aja,0
11899,menarik hidup tilan culun skalipun drama komedi tragedi,0
11313,cocoknya pawang kuda kuda kuda disentuhnya,1
2190,rohingya olah dijadikan alat politik prabowo,1
1332,muslim dibawa bawa sih buruk istimewa nggak dengar penulis budha penulis kristen penulis komunis penulis aja,0
5519,masyarakat membutuhkan dpr membebani rakyat negara ,1
13043,the lie tju lie tju seroja the lie tju seroja siswi sd katolik karya yosef 1978 1984 istrinya ronaldo pardede sah,0
8348,maaf hati noob sakit gagah berdiri senyum sepe i,0
7205,naib presiden ppbm kantoikan dap terima tajaan negara asing patutlah dap lantang tolak akta dana politik takut rahsia sumber duit i kantoi tolakpakatan tolakdap jombn bersamabn hebatkannegaraku,0
5261,presiden jokowi merungkan 30 proyek strategis nasional psn periode 2016 2017 senilai rp 94 8 triliun dukung jokowi 2 periode terbukti a melanjutkan pembangunan berkesinambungan 2019tetapjokowi jokowi2pe,0
